"Key","Source","Context","Changes","English"
"xuiSkillBreathHoldDuration","UI","Menu","KgNone","ВРЕМЯ ЗАДЕРЖКИ ДЫХАНИЯ"
"xuiSkillCraftingOutputCount","UI","Menu","KgNone","КОЛ-ВО ПРОДУКЦИИ"
"xuiSkillCraftingQuality","UI","Menu","KgNone","КАЧЕСТВО ИЗГОТОВЛЕНИЯ"
"xuiSkillCraftingTime","UI","Menu","KgNone","ВРЕМЯ ИЗГОТОВЛЕНИЯ"
"xuiSkillCrawl","UI","Menu","KgNone","ПОЛЗАТЬ"
"xuiSkillCrouchSpeed","UI","Menu","KgNone","СКОРОСТЬ ПРИ ПРИСЕДАНИИ"
"xuiSkillDismemberBonus","UI","Menu","KgNone","БОНУС ЗА РАСЧЛЕНЕНИЕ"
"xuiSkillDismemberChance","UI","Menu","KgNone","ШАНС РАСЧЛЕНЕНИЯ"
"xuiSkillEntityDamage","UI","Menu","KgNone","УРОН СУЩЕСТВАМ"
"xuiSkillHarvestCount","UI","Menu","KgNone","КОЛ-ВО СБОРА"
"xuiSkillHealthDegradation","UI","Menu","KgNone","УХУДШЕНИЕ ЗДОРОВЬЯ"
"xuiSkillHealthGain","UI","Menu","KgNone","ВОССТАНОВЛЕНИЕ ЗДОРОВЬЯ"
"xuiSkillHungerDegradation","UI","Menu","KgNone","ОСЛАБЛЕНИЕ ГОЛОДА"
"xuiSkillLockPickChance","UI","Menu","New","ШАНС ВЗЛОМА"
"xuiSkillLootQuality","UI","Menu","KgNone","КАЧЕСТВО ДОБЫЧИ"
"xuiSkillLootTime","UI","Menu","KgNone","ВРЕМЯ ОБЫСКА"
"xuiSkillMaxHealth","UI","Menu","KgNone","МАКСИМАЛЬНОЕ ЗДОРОВЬЕ"
"xuiSkillMaxHunger","UI","Menu","KgNone","МАКСИМАЛЬНЫЙ ГОЛОД"
"xuiSkillMaxSpeed","UI","Menu","KgNone","МАКСИМАЛЬНАЯ СКОРОСТЬ"
"xuiSkillMaxStamina","UI","Menu","KgNone","МАКСИМАЛЬНАЯ ВЫНОСЛИВОСТЬ"
"xuiSkillMaxThirst","UI","Menu","KgNone","МАКСИМАЛЬНАЯ ЖАЖДА"
"xuiSkillMaxWellness","UI","Menu","KgNone","МАКСИМАЛЬНОЕ СОСТОЯНИЕ"
"xuiSkillMinWellness","UI","Menu","KgNone","МИНИМАЛЬНОЕ СОСТОЯНИЕ"
"xuiSkillNoise","UI","Menu","KgNone","ШУМ"
"xuiSkillRangedFalloff","UI","Menu","KgNone","ВЫСОТА ПАДЕНИЯ"
"xuiSkillReloadSpeed","UI","Menu","KgNone","СКОРОСТЬ ПЕРЕЗАРЯДКИ"
"xuiSkillRepairAmount","UI","Menu","KgNone","ОЧКИ РЕМОНТА"
"xuiSkillRepairQualityLoss","UI","Menu","KgNone","ПОТЕРЯ КАЧЕСТВА ПРИ РЕМОНТЕ"
"xuiSkillRepairTime","UI","Menu","KgNone","ВРЕМЯ РЕМОНТА"
"xuiSkillRunSpeed","UI","Menu","KgNone","СКОРОСТЬ БЕГА"
"xuiSkillSmell","UI","Menu","KgNone","ЗАПАХ"
"xuiSkillStaminaDegradation","UI","Menu","KgNone","РАСХОД ВЫНОСЛИВОСТИ"
"xuiSkillStaminaGain","UI","Menu","KgNone","ВОССТАНОВЛЕНИЕ ВЫНОСЛИВОСТИ"
"xuiSkillThirstDegradation","UI","Menu","KgNone","ОСЛАБЛЕНИЕ ЖАЖДЫ"
"xuiSkillTreasureRadius","UI","Menu","KgNone","РАДИУС ПОИСКА СОКРОВИЩ"
"xuiSkillWalkSpeed","UI","Menu","KgNone","СКОРОСТЬ ХОДЬБЫ"
"xuiSkillWellnessGain","UI","Menu","KgNone","УЛУЧШЕНИЕ СОСТОЯНИЯ"
"xuiSkillWellnessReduction","UI","Menu","KgNone","УХУДШЕНИЕ СОСТОЯНИЯ"
"xuiSmelting","UI","Menu","KgNone","ВЫПЛАВКА"
"xuiUnlockAmmo","UI","Menu","New","СНЯТЬ ФИКСАЦИЮ"
"xuiVendingWithOwner","UI","Menu","New","ТОРГОВЫЙ АВТОМАТ - {0}"
"armLength","UI","Menu UMA","KgNone","Длина руки"
"armWidth","UI","Menu UMA","KgNone","Ширина руки"
"belly","UI","Menu UMA","KgNone","ЖИВОТ"
"breastSize","UI","Menu UMA","KgNone","Размер груди"
"btnOptionsProfiles","UI","Menu UMA","KgNone","ПРОФИЛИ ИГРОКА"
"btnRandomize","UI","Menu UMA","KgNone","Случайно"
"btnSave","UI","Menu UMA","KgNone","СОХРАНИТЬ"
"cheekPosition","UI","Menu UMA","KgNone","ПОЛОЖЕНИЕ ЩëК"
"cheekSize","UI","Menu UMA","KgNone","РАЗМЕР ЩëК"
"chinPosition","UI","Menu UMA","KgNone","ПОЛОЖЕНИЕ ПОДБОРОДКА"
"chinPronounced","UI","Menu UMA","KgNone","Выступ подбородка"
"chinSize","UI","Menu UMA","KgNone","РАЗМЕР ПОДБОРОДКА"
"earsPosition","UI","Menu UMA","KgNone","Положение ушей"
"earsRotation","UI","Menu UMA","KgNone","Вращение ушей"
"earsSize","UI","Menu UMA","KgNone","Размер ушей"
"eyeColor","UI","Menu UMA","KgNone","ЦВЕТ ГЛАЗ"
"eyeRotation","UI","Menu UMA","KgNone","ВРАЩЕНИЕ ГЛАЗ"
"eyeSize","UI","Menu UMA","KgNone","РАЗМЕР ГЛАЗ"
"feetSize","UI","Menu UMA","KgNone","РАЗМЕР СТОП"
"forearmLength","UI","Menu UMA","KgNone","ДЛИНА ПРЕДПЛЕЧЬЯ"
"forearmWidth","UI","Menu UMA","KgNone","ШИРИНА ПРЕДПЛЕЧЬЯ"
"foreheadPosition","UI","Menu UMA","KgNone","ПОЛОЖЕНИЕ ЛБА"
"foreheadSize","UI","Menu UMA","KgNone","РАЗМЕР ЛБА"
"gluteusSize","UI","Menu UMA","KgNone","РАЗМЕР ЯГОДИЦ"
"hairColor","UI","Menu UMA","KgNone","ЦВЕТ ВОЛОС"
"handsSize","UI","Menu UMA","KgNone","РАЗМЕР КИСТЕЙ"
"headSize","UI","Menu UMA","KgNone","РАЗМЕР ГОЛОВЫ"
"headWidth","UI","Menu UMA","KgNone","ШИРИНА ГОЛОВЫ"
"height","UI","Menu UMA","KgNone","РОСТ"
"jawsPosition","UI","Menu UMA","KgNone","ПОЛОЖЕНИЕ ЧЕЛЮСТИ"
"jawsSize","UI","Menu UMA","KgNone","РАЗМЕР ЧЕЛЮСТИ"
"lblConfirmProfileDelete","UI","Menu UMA","KgNone","Вы уверены, что хотите удалить этот профиль?"
"lblCreateProfile","UI","Menu UMA","KgNone","СОЗДАТЬ НОВЫЙ"
"lblDelete","UI","Menu UMA","KgNone","УДАЛИТЬ"
"lblEdit","UI","Menu UMA","KgNone","ИЗМЕНИТЬ"
"lblFemale","UI","Menu UMA","KgNone","ЖЕНЩИНА"
"lblMale","UI","Menu UMA","KgNone","Мужчина"
"lblNoProfile","UI","Menu UMA","KgNone","Вы не выбрали ни один профиль. Пожалуйста, создайте или выберите какой-либо."
"lblOk","UI","Menu UMA","KgNone","ОК"
"lblProfileName","UI","Menu UMA","KgNone","ИМЯ ПРОФИЛЯ"
"legSeparation","UI","Menu UMA","KgNone","Расстояние между ног"
"legsSize","UI","Menu UMA","KgNone","РАЗМЕР НОГ"
"lipsSize","UI","Menu UMA","KgNone","Размер губ"
"lowCheekPosition","UI","Menu UMA","KgNone","ПОЛОЖЕНИЕ НИЖНИХ ЩëК"
"lowCheekPronounced","UI","Menu UMA","KgNone","Выступ нижних щёк"
"lowerMuscle","UI","Menu UMA","KgNone","РАЗМЕР НИЖНИХ МЫЩЦ"
"lowerWeight","UI","Menu UMA","KgNone","ШИРИНА НИЖНИХ МЫЩЦ"
"mandibleSize","UI","Menu UMA","KgNone","РАЗМЕР НИЖНЕЙ ЧЕЛЮСТИ"
"mouthSize","UI","Menu UMA","KgNone","РАЗМЕР РТА"
"muscle","UI","Menu UMA","KgNone","МЫЩЦЫ"
"neckThickness","UI","Menu UMA","KgNone","ШЕЯ"
"noseCurve","UI","Menu UMA","KgNone","КРИВИЗНА НОСА"
"noseFlatten","UI","Menu UMA","KgNone","СПЛЮЩЕННОСТЬ НОСА"
"noseInclination","UI","Menu UMA","KgNone","УКЛОН НОСА"
"nosePosition","UI","Menu UMA","KgNone","ПОЗИЦИЯ НОСА"
"nosePronounced","UI","Menu UMA","KgNone","Выступ носа"
"noseSize","UI","Menu UMA","KgNone","РАЗМЕР НОСА"
"noseWidth","UI","Menu UMA","KgNone","ШИРИНА НОСА"
"skinColor","UI","Menu UMA","KgNone","ЦВЕТ КОЖИ"
"upperMuscle","UI","Menu UMA","KgNone","РАЗМЕР ВЕРХНИХ МЫЩЦ"
"upperWeight","UI","Menu UMA","KgNone","ШИРИНА ВЕРХНИХ МЫЩЦ"
"waist","UI","Menu UMA","KgNone","ТАЛИЯ"
"weight","UI","Menu UMA","KgNone","ПОЛНОТА"
"teInUse","UI","Misc","New","УЖЕ ИСПОЛЬЗУЕТСЯ"
"lblShowPassword","UI","Password Dialog","New","ПОКАЗАТЬ ПАРОЛЬ"
"xuiPlayerNA","UI","Player List XUI","KgNone","Н/Д"
"xuiPlayerReceived","UI","Player List XUI","KgNone","ПОЛУЧЕН"
"xuiPlayerSent","UI","Player List XUI","KgNone","ОТПРАВЛЕН"
"xuiPlayerShow","UI","Player List XUI","KgNone","СЛЕЖКА"
"xuiWPjournal","UI","Quests Window Paging in Game","New","ЖУРНАЛ"
"xuiAdvancedRotation","UI","Radial","New","РАСШИРЕННОЕ"
"xuiAutoRotation","UI","Radial","New","АВТОПОВОРОТ"
"xuiCopyBlock","UI","Radial","New","КОПИРОВАТЬ БЛОК"
"xuiCopyRotation","UI","Radial","New","КОПИРОВАТЬ ВРАЩЕНИЕ"
"xuiOnFaceRotation","UI","Radial","New","ПО ГРАНИ"
"xuiPaintAllSides","UI","Radial","New","КРАСИТЬ ВСЕ СТОРОНЫ"
"xuiPaintBrush","UI","Radial","New","КИСТЬ"
"xuiPaintRoller","UI","Radial","New","МАЛЯРНЫЙ ВАЛИК"
"xuiReplacePaint","UI","Radial","New","СМЕНИТЬ КРАСКУ"
"xuiSimpleRotation","UI","Radial","New","ПРОСТОЕ"
"xuiSprayGun","UI","Radial","New","ПУЛЬВЕРИЗАТОР"
"xuiTexturePicker","UI","Radial","New","ПИПЕТКА"
"respawnTitleMessage","UI","Respawn Window","KgNone","ГДЕ ВЫ ХОТИТЕ ВОЗРОДИТЬСЯ?"
"browserAddFavorite","UI","Server Browser","KgNone","ДОБАВИТЬ В ИЗБРАННОЕ"
"browserAirdropInterval","UI","Server Browser","KgNone","Авиа-груз"
"browserBlockDurability","UI","Server Browser","KgNone","ПРОЧНОСТЬ БЛОКА"
"browserBloodMoonEnemyCount","UI","Server Browser","New","ВРАГОВ КРОВАВОЙ НОЧЬЮ"
"browserCheatMode","UI","Server Browser","KgNone","ЧИТ-РЕЖИМ"
"browserClaimDeadzone","UI","Server Browser","KgNone","МëРТВАЯ ЗОНА ЗАЩ."
"browserClaimDecayMode","UI","Server Browser","KgNone","ИСЧЕЗНОВЕНИЕ ЗАЩ."
"browserClaimDuration","UI","Server Browser","KgNone","ВРЕМЯ ЗАЩИТЫ"
"browserClaimHealthOffline","UI","Server Browser","KgNone","ЗАЩ. ПРИ ОФФЛАЙНЕ"
"browserClaimHealthOnline","UI","Server Browser","KgNone","ЗАЩ. ПРИ ОНЛАЙНЕ"
"browserClaimSize","UI","Server Browser","KgNone","РАЗМЕР ЗАЩИТЫ"
"browserConnect","UI","Server Browser","KgNone","ПРИСОЕДИНИТЬСЯ"
"browserDayLength","UI","Server Browser","KgNone","24 ЧАСОВОЙ ЦИКЛ"
"browserDaylightLength","UI","Server Browser","KgNone","ДЛИТЕЛЬНОСТЬ ДНЯ"
"browserDifficultyTooltip","UI","Server Browser","KgNone","Сложность(1 = самая лёгкая, 6 = самая тяжёлая)"
"browserDropOnDeath","UI","Server Browser","KgNone","ПАДАЕТ ПРИ СМЕРТИ"
"browserDropOnQuit","UI","Server Browser","KgNone","ПАДАЕТ ПРИ ВЫХОДЕ"
"browserEACTooltip","UI","Server Browser","KgNone","Защита EasyAntiCheat"
"browserEnemyMemory","UI","Server Browser","KgNone","ПАМЯТЬ ВРАГА"
"browserEnemySpawning","UI","Server Browser","KgNone","ПОЯВЛЕНИЕ ВРАГОВ"
"browserFavoriteTooltip","UI","Server Browser","KgNone","Избранный сервер"
"browserFeralTooltip","UI","Server Browser","KgNone","БЕШЕНЫЕ ЗОМБИ"
"browserFriendServers","UI","Server Browser","KgNone","Сервера, на которых играют друзья"
"browserGameSeed","UI","Server Browser","KgNone","ЗЕРНО ИГРЫ"
"browserHistoryFavorites","UI","Server Browser","KgNone","ИСТОРИЯ И ИЗБРАННОЕ"
"browserLAN","UI","Server Browser","KgNone","СЕРВЕРА В ЛОКАЛЬНОЙ СЕТИ"
"browserLootAbundance","UI","Server Browser","KgNone","ОБИЛИЕ ДОБЫЧИ"
"browserLootRespawnInterval","UI","Server Browser","KgNone","ВРЕМЯ ВОССТ. ДОБЫЧИ"
"browserMaxAnimals","UI","Server Browser","KgNone","МАКС. ЖИВЫХ ЖИВОТНЫХ"
"browserMaxZombies","UI","Server Browser","KgNone","МАКС. ЖИВЫХ ЗОМБИ"
"browserModdedServers","UI","Server Browser","KgNone","МОДИФИЦИРОВАННЫЕ СЕРВЕРА"
"browserPasswordTooltip","UI","Server Browser","KgNone","Требуется пароль"
"browserPeerToPeer","UI","Server Browser","KgNone","ПРЯМЫЕ ИГРЫ"
"browserPingTooltip","UI","Server Browser","KgNone","ПИНГ"
"browserPlayersTooltip","UI","Server Browser","KgNone","ИГРОКОВ ОНЛАЙН/ВСЕГО"
"browserRemoveFavorite","UI","Server Browser","KgNone","УДАЛИТЬ ИЗ ИЗБРАННОГО"
"browserRestartRefreshing","UI","Server Browser","KgNone","Перезапустить обновление"
"browserServernameTooltip","UI","Server Browser","KgNone","НАЗВАНИЕ СЕРВЕРА"
"browserServerTime","UI","Server Browser","KgNone","ВРЕМЯ СЕРВЕРА"
"browserStandardServers","UI","Server Browser","KgNone","СТАНДАРТНЫЕ СЕРВЕРА"
"browserStopRefreshing","UI","Server Browser","KgNone","ОСТАНОВИТЬ ОБНОВЛЕНИЕ"
"browserWorldnameTooltip","UI","Server Browser","KgNone","НАЗВАНИЕ МИРА"
"browserZombieRunModeTooltip","UI","Server Browser","KgNone","Зомби(всегда бегают; всегда ходят; бегают ночью, днём ходят)"
"lblReadyToSpawnPrompt","UI","Spawn Dialog","New","ГОТОВЫ К ПОЯВЛЕНИЮ В МИРЕ?"
"alreadyKnown","UI","Tooltip","KgNone","ВСЕ РЕЦЕПТЫ УЖЕ ИЗУЧЕНЫ"
"isBusy","UI","Tooltip","KgNone","ВЫ ЗАНЯТЫ."
"lblAll","UI","Tooltip","KgNone","ВСЁ"
"lblAllBlocks","UI","Tooltip","KgNone","ВСЕ БЛОКИ"
"lblAllItems","UI","Tooltip","KgNone","ВСЕ ПРЕДМЕТЫ"
"lblCategoryAll","UI","Tooltip","KgNone","ВСЁ"
"lblCategoryAmmoWeapons","UI","Tooltip","KgNone","БОЕПРИПАСЫ/ОРУЖИЕ"
"lblCategoryBasics","UI","Tooltip","KgNone","ОСНОВНОЕ"
"lblCategoryBooks","UI","Tooltip","KgNone","КНИГИ"
"lblCategoryBuilding","UI","Tooltip","KgNone","СТРОИТЕЛЬСТВО"
"lblCategoryChemicals","UI","Tooltip","KgNone","ХИМИКАТЫ"
"lblCategoryClothing","UI","Tooltip","KgNone","ОДЕЖДА"
"lblCategoryCraftingMisc","UI","Tooltip","KgNone","РЕМЕСЛО/РАЗНОЕ"
"lblCategoryDecorMisc","UI","Tooltip","KgNone","ДЕКОР/РАЗНОЕ"
"lblCategoryFirearms","UI","Tooltip","KgNone","ОГНЕСТРЕЛ"
"lblCategoryFoodCooking","UI","Tooltip","KgNone","ЕДА/КУЛИНАРИЯ"
"lblCategoryHealth","UI","Tooltip","KgNone","ЗДОРОВЬЕ/ФИТНЕС"
"lblCategoryMedicine","UI","Tooltip","KgNone","МЕДИЦИНА"
"lblCategoryPainting","UI","Tooltip","New","ПОКРАСКА"
"lblCategoryResources","UI","Tooltip","KgNone","РЕСУРСЫ"
"lblCategoryScavenging","UI","Tooltip","EnChanged KgNone","ПОИСК ДОБЫЧИ/ТОРГОВЛЯ"
"lblCategoryScience","UI","Tooltip","New","НАУКА"
"lblCategorySecretStash","UI","Tooltip","New","ЗАНАЧКА"
"lblCategorySpecialItems","UI","Tooltip","New","ОСОБЫЕ ПРЕДМЕТЫ"
"lblCategoryToolsTraps","UI","Tooltip","KgNone","ИНСТРУМЕНТЫ/ЛОВУШКИ"
"lblCategoryWeapons","UI","Tooltip","KgNone","ОРУЖИЕ"
"lblCenterOnPlayer","UI","Tooltip","KgNone","ЦЕНТРИРОВАТЬ НА ИГРОКЕ"
"lblCenterOnSleepingBag","UI","Tooltip","KgNone","ЦЕНТРИРОВАТЬ НА СПАЛЬНИКЕ"
"lblChestArmor","UI","Tooltip","KgNone","БРОНЯ"
"lblClearInventory","UI","Tooltip","New","Очистить инвентарь"
"lblCursorPosition","UI","Tooltip","KgNone","ПОЗИЦИЯ КУРСОРА"
"lblDevBlocks","UI","Tooltip","KgNone","БЛОКИ РАЗРАБОТЧИКА (ВКЛ.)"
"lblEyewear","UI","Tooltip","KgNone","ГЛАЗА"
"lblFace","UI","Tooltip","KgNone","ЛИЦО"
"lblFavorites","UI","Tooltip","KgNone","ИЗБРАННОЕ"
"lblFootwear","UI","Tooltip","KgNone","ОБУВЬ"
"lblGloves","UI","Tooltip","KgNone","ПЕРЧАТКИ"
"lblHeadgear","UI","Tooltip","KgNone","ГОЛОВНОЙ УБОР"
"lblLegArmor","UI","Tooltip","KgNone","ПОНОЖИ"
"lblLevel","UI","Tooltip","KgNone","УРОВЕНЬ: {0}"
"lblOvercoat","UI","Tooltip","KgNone","ВЕРХНЯЯ ОДЕЖДА"
"lblPants","UI","Tooltip","KgNone","ШТАНЫ"
"lblPartStackMissing","UI","Tooltip","KgNone","[ОТСУТСТВУЕТ: {0}]"
"lblReloadArchetypeXML","UI","Tooltip","KgNone","Перезагрузить архетип данных XML"
"lblRemoveQuest","UI","Tooltip","KgNone","УДАЛИТЬ ЗАДАНИЕ"
"lblRemoveQuickWaypoint","UI","Tooltip","KgNone","УДАЛИТЬ БЫСТРУЮ МЕТКУ"
"lblRemoveWaypoint","UI","Tooltip","KgNone","УДАЛИТЬ МЕТКУ"
"lblSaveWaypoint","UI","Tooltip","KgNone","СОХРАНИТЬ МЕТКУ"
"lblShareWaypoint","UI","Tooltip","KgNone","ПОДЕЛИТЬСЯ МЕТКОЙ"
"lblShirt","UI","Tooltip","KgNone","РУБАШКА"
"lblShowOnMap","UI","Tooltip","KgNone","ПОКАЗАТЬ НА КАРТЕ"
"lblSimpleClick","UI","Tooltip","KgNone","ОДНО НАЖАТИЕ"
"lblSkillReqPlayerLevel","UI","Tooltip","KgNone","УРОВЕНЬ ИГРОКА {0}"
"lblSortContainer","UI","Tooltip","New","ОТСОРТИРОВАТЬ КОНТЕЙНЕР"
"lblSortInventory","UI","Tooltip","New","ОТСОРТИРОВАТЬ ИНВЕНТАРЬ"
"lblToggleActive","UI","Tooltip","KgNone","СДЕЛАТЬ АКТИВНЫМ"
"lblToggleClothes","UI","Tooltip","KgNone","ПОКАЗАТЬ/СКРЫТЬ ОДЕЖДУ"
"lblTotalItems","UI","Tooltip","KgNone","ВСЕГО {0}"
"lblTrackWaypoint","UI","Tooltip","KgNone","ОТСЛЕЖИВАТЬ МЕТКУ"
"notHungry","UI","Tooltip","KgNone","ВЫ НЕ ГОЛОДНЫ."
"notHurt","UI","Tooltip","KgNone","ВЫ НЕ РАНЕНЫ."
"notThirsty","UI","Tooltip","KgNone","ВЫ НЕ ХОТИТЕ ПИТЬ."
"npcTooltipTalk","UI","Tooltip","New","НАЖМИТЕ <{0}>, ЧТОБЫ ПОГОВОРИТЬ С {1}"
"questunavailable","UI","Tooltip","KgNone","ВЫ НЕ МОЖЕТЕ ВЗЯТЬ ЭТО ЗАДАНИЕ СЕЙЧАС."
"timeAbbreviationHours","UI","Tooltip","KgNone","Ч"
"timeAbbreviationMinutes","UI","Tooltip","KgNone","М"
"timeAbbreviationSeconds","UI","Tooltip","KgNone","С"
"tooltipInviteEveryone","UI","Tooltip","KgNone","ВЫ ПОДЕЛИЛИСЬ МЕТКОЙ «{0}» СО ВСЕМИ."
"tooltipInviteFriends","UI","Tooltip","KgNone","ВЫ ПОДЕЛИЛИСЬ МЕТКОЙ «{0}» С СОЮЗНИКАМИ."
"tooltipInviteMarker","UI","Tooltip","KgNone","ИГРОК «{0}» ПОДЕЛИЛСЯ С ВАМИ МЕТКОЙ «{0}»."
"ttAlreadyRentingVM","UI","Tooltip","New","У ВАС УЖЕ ЕСТЬ АРЕНДОВАННЫЙ ТОРГОВЫЙ АВТОМАТ."
"ttBedrollGone","UI","Tooltip","New","ВАШ СПАЛЬНИК ПРОПАЛ"
"ttBlockMissingPickup","UI","Tooltip","New","ЭТОТ БЛОК БОЛЬШЕ НЕЛЬЗЯ ВЗЯТЬ."
"ttCampfireCannotCook","UI","Tooltip","KgNone","ВЫ НЕ МОЖЕТЕ ПРИГОТОВИТЬ ЭТОТ ПРЕДМЕТ."
"ttCampfireFuelRequired","UI","Tooltip","KgNone","ТРЕБУЕТСЯ ТОПЛИВО ДЛЯ ГОТОВКИ."
"ttCampfireIngredientsRequired","UI","Tooltip","KgNone","ТРЕБУЮТСЯ ИНГРЕДИЕНТЫ ДЛЯ ПРИГОТОВЛЕНИЯ ЭТОГО ПРЕДМЕТА."
"ttCampfireUtensilRequired","UI","Tooltip","KgNone","ТРЕБУЕТСЯ ЗАОСТРЁННАЯ ПАЛКА, КАСТРЮЛЯ, ГРИЛЬ ИЛИ МЕНЗУРКА ДЛЯ ПРИГОТОВЛЕНИЯ ЭТОГО ПРЕДМЕТА."
"ttCannotScrapWithAttachments","UI","Tooltip","New","Вы должны снять все обвесы перед утилизацией этого предмета."
"ttCannotSellItem","UI","Tooltip","New","МЕНЯ НЕ ИНТЕРЕСУЕТ ЭТОТ ПРЕДМЕТ."
"ttCanOnlySellAmount","UI","Tooltip","New","Я МОГУ КУПИТЬ ТОЛЬКО {0} ШТУК."
"ttCantHaveParent","UI","Tooltip","New","ЭТОТ ИСТОЧНИК ЭНЕРГИИ НЕ МОЖЕТ БЫТЬ ИСХОДНЫМ СОЕДИНЕНИЕМ."
"ttCantPickupInUse","UI","Tooltip","New","ЭТО НЕ МОЖЕТ БЫТЬ ВЗЯТО, ПОКА ИСПОЛЬЗУЕТСЯ."
"ttCharacterLevelBody","UI","Tooltip","KgNone","{0}/{1} ОП"
"ttCharacterLevelHeader","UI","Tooltip","KgNone","ПРОГРЕСС УРОВНЯ"
"ttCombineInvalidItem","UI","Tooltip","New","ОБЪЕДИНИТЕ ПОХОЖИЕ ОДИНОЧНЫЕ ЧАСТИ ПРЕДМЕТОВ, ЧТОБЫ СДЕЛАТЬ НОВЫЙ, БОЛЕЕ ХОРОШЕГО КАЧЕСТВА ПРЕДМЕТ."
"ttCombineLimitExceeded","UI","Tooltip","New","ВАШ НАВЫК РЕМЕСЛА ПОЗВОЛЯЕТ ВАМ УЛУЧШИТЬ ЭТОТ ПРЕДМЕТ ТОЛЬКО ДО {0}."
"ttEmptyVehicleBeforePickup","UI","Tooltip","New","Вы должны опустошить хранилище транспорта, прежде чем забрать его."
"ttForgeFuelRequired","UI","Tooltip","KgNone","ТРЕБУЕТСЯ ТОПЛИВО ДЛЯ РОЗЖИГА ПЕЧИ."
"ttForgeMetalRequired","UI","Tooltip","KgNone","ДЛЯ ВЫПЛАВКИ ЭТОГО ПРЕДМЕТА ТРЕБУЕТСЯ БОЛЬШЕ МАТЕРИАЛА."
"ttForgeMoldRequired","UI","Tooltip","KgNone","ДЛЯ ВЫПЛАВКИ ЭТОГО ПРЕДМЕТА ТРЕБУЕТСЯ ГЛИНЯНАЯ ФОРМА."
"ttGeneratorRequiresFuel","UI","Tooltip","New","ГЕНЕРАТОРУ ТРЕБУЕТСЯ ТОПЛИВО ДЛЯ РАБОТЫ."
"ttGFXSET_AA_b","UI","Tooltip","KgNone","Удаляет зубчатые края у объектов.\nВлияние на производительность: Среднее"
"ttGFXSET_AA_h","UI","Tooltip","KgNone","СГЛАЖИВАНИЕ"
"ttGFXSET_Bloom_b","UI","Tooltip","KgNone","Добавляет эффект яркого света.\nВлияние на производительность: Среднее"
"ttGFXSET_Bloom_h","UI","Tooltip","KgNone","СВЕЧЕНИЕ"
"ttGFXSET_DOF_b","UI","Tooltip","KgNone","Удалённые объекты подвергаются рассеиванию.\nВлияние на производительность: Среднее"
"ttGFXSET_DOF_h","UI","Tooltip","KgNone","ГЛУБИНА РЕЗКОСТИ"
"ttGFXSET_DynamicContrast_b","UI","Tooltip","KgNone","Выполняет фильтрацию контраста для каждого пикселя.\nВлияние на производительность: Среднее"
"ttGFXSET_DynamicContrast_h","UI","Tooltip","KgNone","ДИНАМИЧНАЯ КОНТРАСТНОСТЬ"
"ttGFXSET_FOV_b","UI","Tooltip","KgNone","Насколько широк ваш угол обзора.\nВлияние на производительность: Низкое"
"ttGFXSET_FOV_h","UI","Tooltip","KgNone","ПОЛЕ ЗРЕНИЯ"
"ttGFXSET_Fullscreen_b","UI","Tooltip","KgNone","Запускает игру в полноэкранном или оконном режиме.\nВлияние на производительность: Среднее"
"ttGFXSET_Fullscreen_h","UI","Tooltip","KgNone","ПОЛНОЭКРАННЫЙ РЕЖИМ"
"ttGFXSET_Gamma_b","UI","Tooltip","KgNone","Изменяет яркость в игре.\nВлияние на производительность: Нет"
"ttGFXSET_Gamma_h","UI","Tooltip","KgNone","ГАММА"
"ttGFXSET_GOBackground_b","UI","Tooltip","KgNone","Регулирует прозрачность/непрозрачность обоев/фона интерфейса.\nВлияние на производительность: Очень низкое"
"ttGFXSET_GOBackground_h","UI","Tooltip","KgNone","НЕПРОЗРАЧНОСТЬ ЗАДНЕГО ФОНА"
"ttGFXSET_GOForeground_b","UI","Tooltip","KgNone","Регулирует прозрачность/непрозрачность контуров и иконок интерфейса.\nВлияние на производительность: Очень низкое"
"ttGFXSET_GOForeground_h","UI","Tooltip","KgNone","НЕПРОЗРАЧНОСТЬ ПЕРЕДНЕГО ФОНА"
"ttGFXSET_GraphicsQuality_b","UI","Tooltip","KgNone","Общее качество графики.  Изменяет практически все настройки. \nВлияние на производительность: Очень высокое"
"ttGFXSET_GraphicsQuality_h","UI","Tooltip","KgNone","КАЧЕСТВО ГРАФИКИ"
"ttGFXSET_GrassDistance_b","UI","Tooltip","KgNone","Максимальная дистанция, на которой вы будете видеть траву.\nВлияние на производительность: Среднее"
"ttGFXSET_GrassDistance_h","UI","Tooltip","KgNone","ПРОРИСОВКА ТРАВЫ"
"ttGFXSET_HudOpacity_b","UI","Tooltip","KgNone","Регулирует непрозрачность интерфейса в игре.\nВлияние на производительность: Нет"
"ttGFXSET_HudOpacity_h","UI","Tooltip","KgNone","НЕПРОЗРАЧНОСТЬ ИНТЕРФЕЙСА"
"ttGFXSET_HudSize_b","UI","Tooltip","KgNone","Размер игрового интерфейса.\nВлияние на производительность: Нет"
"ttGFXSET_HudSize_h","UI","Tooltip","KgNone","РАЗМЕР ИНТЕРФЕЙСА"
"ttGFXSET_ImageEffects_b","UI","Tooltip","KgNone","Использование графических эффектов таких, как размытие и сглаживание.\nВлияние на производительность: Среднее"
