"Key","Source","Context","Changes","English"
"goShowPlayersOnMapDesc","UI","Menu","KgNone","On:\nShow friends icons on the map.\n\nOff:\nDo not show friends icons on the map."
"goStockFiles","UI","Menu","KgNone","Vanilla Files"
"goStockFilesDesc","UI","Menu","KgNone","Uses the vanilla files like blocks or UI configuration."
"goStockSettings","UI","Menu","KgNone","Vanilla Settings"
"goStockSettingsDesc","UI","Menu","KgNone","Uses the settings as envisioned by the developers."
"goToolbelt","UI","Menu","KgNone","Toolbelt Only"
"goUnlimited","UI","Menu","KgNone","Unlimited"
"goVeryHigh","UI","Menu","KgNone","Very High"
"goVeryLow","UI","Menu","KgNone","Very Low"
"goZombiePlayers","UI","Menu","KgNone","Zombie Players"
"goZombiePlayersDesc","UI","Menu","KgNone","The ability for players to choose to join as a zombie."
"goZombiesRun","UI","Menu","KgNone","Zombies Run"
"goZombiesRunDesc","UI","Menu","New","Sets zombie running and walking conditions. Default is walk day and run night. Note that feral zombies always run regardless of this setting."
"goZRAlways","UI","Menu","KgNone","Always Run"
"goZRDefault","UI","Menu","KgNone","Default"
"goZRNever","UI","Menu","KgNone","Never Run"
"goZombieMove","UI","Menu","New","Zombie Day Speed"
"goZombieMoveDesc","UI","Menu","New","Sets zombie movement mode. Default is walk at day."
"goZombieMoveNight","UI","Menu","New","Zombie Night Speed"
"goZombieMoveNightDesc","UI","Menu","New","Sets zombie movement mode. Default is sprint at night."
"goZombieFeralMove","UI","Menu","New","Zombie Feral Speed"
"goZombieFeralMoveDesc","UI","Menu","New","Sets zombie movement mode. Default is sprint if feral."
"goZombieBMMove","UI","Menu","New","Zombie Blood Moon Speed"
"goZombieBMMoveDesc","UI","Menu","New","Sets zombie movement mode. Default is sprint during blood moon."
"goZMJog","UI","Menu","New","Jog"
"goZMNightmare","UI","Menu","New","Nightmare"
"goZMRun","UI","Menu","New","Run"
"goZMSprint","UI","Menu","New","Sprint"
"goZMWalk","UI","Menu","New","Walk"
"ingredient","UI","Menu","KgNone","Ingredient"
"lblAbortBinding","UI","Menu","New","Press ESC to abort\nPress Backspace to remove current binding"
"lblAmbienceVolume","UI","Menu","KgNone","Ambient sound volume:"
"lblAntiAliasing","UI","Menu","KgNone","Anti Aliasing:"
"lblCheckingVersionWait","UI","Menu","KgNone","Checking version...\n(internet connection needed)"
"lblChunkViewDistance","UI","Menu","KgNone","View Distance:"
"lblConnectToServerIP","UI","Menu","KgNone","Connect to Server IP:"
"lblConnectToServerPort","UI","Menu","KgNone","Port:"
"lblContinueGame","UI","Menu","KgNone","CONTINUE GAME"
"lblCurrentBinding","UI","Menu","New","Currently assigned button:\n{0}"
"lblDuplicateGame","UI","Menu","KgNone","Duplicate Game Name!"
"lblEnterLoginInfo","UI","Menu","KgNone","Please enter your login information from the website:"
"lblEntities","UI","Menu","KgNone","Entities:"
"lblFOV","UI","Menu","KgNone","Field of View:"
"lblFuel","UI","Menu","KgNone","Fuel"
"lblFullscreen","UI","Menu","KgNone","Fullscreen"
"lblGameName","UI","Menu","KgNone","Game Name:"
"lblGamma","UI","Menu","KgNone","Gamma:"
"lblGOBackground","UI","Menu","KgNone","UI Background Opacity:"
"lblGOForeground","UI","Menu","KgNone","UI Foreground Opacity:"
"lblGraphicsQuality","UI","Menu","KgNone","Graphics Quality:"
"lblGrassDistance","UI","Menu","KgNone","Grass Distance:"
"lblHudOpacity","UI","Menu","KgNone","HUD Opacity"
"lblHudOptions","UI","Menu","KgNone","HUD Options"
"lblHudSize","UI","Menu","KgNone","HUD Size"
"lblIncomplete","UI","Menu","KgNone","Incomplete"
"lblInterfaceSensitiviy","UI","Menu","New","Interface sensitivity:"
"lblLanguage","UI","Menu","KgNone","Language:"
"lblLoadGame","UI","Menu","KgNone","Load Game"
"lblLOD","UI","Menu","KgNone","LOD Distance"
"lblMetal","UI","Menu","KgNone","Material"
"lblMicrophoneGain","UI","Menu","KgNone","Microphone gain:"
"lblMold","UI","Menu","KgNone","Mold"
"lblMotionBlur","UI","Menu","KgNone","Motion Blur:"
"lblMouseSensitiviy","UI","Menu","KgNone","Mouse sensitivity:"
"lblMusicVolume","UI","Menu","KgNone","Music volume:"
"lblName","UI","Menu","KgNone","Name:"
"lblname","UI","Menu","KgNone","Name:"
"lblNewBinding","UI","Menu","New","Press the button you want to assign to:\n{0}"
"lblNoCreateWorld","UI","Menu","KgNone","Create World will be available in a future release!"
"lblOpening","UI","Menu","KgNone","Searching"
"lblOverallVolume","UI","Menu","KgNone","Overall sound volume:"
"lblPassword","UI","Menu","KgNone","Password:"
"lblPressBtn","UI","Menu","KgNone","Press Button"
"lblReflectionDistance","UI","Menu","KgNone","Reflection Distance:"
"lblReflectionQuality","UI","Menu","KgNone","Reflection Quality:"
"lblResolution","UI","Menu","KgNone","Resolution:"
"lblSavedGames","UI","Menu","KgNone","Saved Games:"
"lblSeed","UI","Menu","KgNone","Seed:"
"lblSelectWorld","UI","Menu","KgNone","Select a World:"
"lblServerPort","UI","Menu","KgNone","Server Port:"
"lblSettingsAvailability","UI","Menu","KgNone","*Setting can not be changed while the game is running."
"lblShadowDistance","UI","Menu","KgNone","Shadows Distance:"
"lblSize","UI","Menu","KgNone","Size:"
"lblSkyQuality","UI","Menu","KgNone","Sky Quality:"
"lblSpawnNearBedroll","UI","Menu","KgNone","Spawn near my bed"
"lblSpawnOnBedroll","UI","Menu","KgNone","Spawn on my bed"
"lblSteamAccountInfo","UI","Menu","KgNone","Steam Account Information:"
"lblTextureQuality","UI","Menu","KgNone","Texture Quality:"
"lblTonemapping","UI","Menu","KgNone","Tone Mapping:"
"lblTreeQuality","UI","Menu","KgNone","Tree Quality:"
"lblUMATextureQuality","UI","Menu","New","UMA Texture Quality"
"lblUsername","UI","Menu","KgNone","User name:"
"lblUtensil","UI","Menu","KgNone","Cookware"
"lblVersionCheck","UI","Menu","KgNone","- Version Check -"
"lblVoiceVolume","UI","Menu","KgNone","Voice volume:"
"lblVsync","UI","Menu","KgNone","V-Sync:"
"lblWaterParticleLimiter","UI","Menu","New","Water Particles:"
"lblWaterQuality","UI","Menu","KgNone","Water Quality:"
"msgBuildingEnvironment","UI","Menu","KgNone","Building environment..."
"msgServer1","UI","Menu","KgNone","Server disconnected you:"
"msgServer12","UI","Menu","KgNone","Your account '{0}' is not activated or no server answer!"
"msgServer19","UI","Menu","KgNone","The player name '{0}' already exits on the server! Please choose a different one"
"msgServer23","UI","Menu","KgNone","You are not on the whitelist of the server!"
"msgServer25","UI","Menu","KgNone","Denying command '{0}' from client {1}"
"msgServer4","UI","Menu","KgNone","Game Version Mismatch: you have '{0}' and server has '{1}'"
"msgServer6","UI","Menu","KgNone","Too many players on the server! Allowed: {0}"
"msgServer7","UI","Menu","KgNone","{0}' has been banned until {1}.\nReason: {2}"
"msgServer8","UI","Menu","KgNone","Denying player with duplicate name '{0}'"
"msgStartingGame","UI","Menu","KgNone","Starting game..."
"passcodeAccepted","UI","Menu","KgNone","Passcode Accepted"
"passcodeRejected","UI","Menu","KgNone","Passcode Rejected"
"passcodeRemoved","UI","Menu","KgNone","Passcode Access Disabled"
"passcodeSet","UI","Menu","KgNone","Passcode Changed"
"repairWeapon","UI","Menu","KgNone","Repair Weapon"
"scrapRepair","UI","Menu","KgNone","Scrap and Repair"
"searchResults","UI","Menu","KgNone","Search Results"
"searchText","UI","Menu","KgNone","Search..."
"spnZombieHordeApproaching","UI","Menu","KgNone","NEW HORDE"
"tooltipLocked","UI","Menu","KgNone","<{0}> Use {1} (Locked)"
"tooltipUnlocked","UI","Menu","KgNone","<{0}> Use {1} (Unlocked)"
"useBlock","UI","Menu","KgNone","<{0}> Use {1}"
"uses","UI","Menu","KgNone","Uses"
"useSwitchLightOff","UI","Menu","New","<{0}> Switch light off"
"useSwitchLightOn","UI","Menu","New","<{0}> Switch light on"
"vacText","UI","Menu","KgNone","This is an Easy Anti-Cheat protected server. Cheating will not be tolerated and will result in an EAC kick/ban."
"vacTitle","UI","Menu","KgNone","Easy Anti-Cheat Warning"
"xuiBuyPrice","UI","Menu","New","Buy Price"
"xuiEmptyVendingMachine","UI","Menu","New","Empty Vending Machine"
"xuiExpires","UI","Menu","New","Expires"
"xuiGameDays","UI","Menu","New","Game Day(s)"
"xuiGameTime","UI","Menu","New","Game Time"
"xuiGeneralStock","UI","Menu","New","General Stock"
"xuiLockAmmo","UI","Menu","New","Lock Ammo"
"xuiNoSellPrice","UI","Menu","New","No Sell Price"
"xuiProductName","UI","Menu","New","Product Name"
"xuiRealTime","UI","Menu","New","Real Time"
"xuiRestock","UI","Menu","New","Restock"
"xuiSecretStash","UI","Menu","New","Secret Stash"
"xuiSellPrice","UI","Menu","New","Sell Price:"
"xuiSkillArmorDefense","UI","Menu","KgNone","Armor Defense"
"xuiSkillBlockDamage","UI","Menu","KgNone","Block Damage"
"xuiSkillBreathHoldDuration","UI","Menu","KgNone","Breath Hold Duration"
"xuiSkillCraftingOutputCount","UI","Menu","KgNone","Crafting Output Count"
"xuiSkillCraftingQuality","UI","Menu","KgNone","Crafting Quality"
"xuiSkillCraftingTime","UI","Menu","KgNone","Crafting Time"
"xuiSkillCrawl","UI","Menu","KgNone","Crawl"
"xuiSkillCrouchSpeed","UI","Menu","KgNone","Crouch Speed"
"xuiSkillDismemberBonus","UI","Menu","KgNone","Dismemberment Bonus"
"xuiSkillDismemberChance","UI","Menu","KgNone","Dismemberment Chance"
"xuiSkillEntityDamage","UI","Menu","KgNone","Entity Damage"
"xuiSkillHarvestCount","UI","Menu","KgNone","Harvest Count"
"xuiSkillHealthDegradation","UI","Menu","KgNone","Health Degradation"
"xuiSkillHealthGain","UI","Menu","KgNone","Health Gain"
"xuiSkillHungerDegradation","UI","Menu","KgNone","Hunger Degradation"
"xuiSkillLockPickChance","UI","Menu","New","Lock Pick Chance"
"xuiSkillLootQuality","UI","Menu","KgNone","Loot Quality"
"xuiSkillLootTime","UI","Menu","KgNone","Loot Time"
"xuiSkillMaxHealth","UI","Menu","KgNone","Max Health"
"xuiSkillMaxHunger","UI","Menu","KgNone","Max Hunger"
"xuiSkillMaxSpeed","UI","Menu","KgNone","Max Speed"
"xuiSkillMaxStamina","UI","Menu","KgNone","Max Stamina"
"xuiSkillMaxThirst","UI","Menu","KgNone","Max Thirst"
"xuiSkillMaxWellness","UI","Menu","KgNone","Max Wellness"
"xuiSkillMinWellness","UI","Menu","KgNone","Min Wellness"
"xuiSkillNoise","UI","Menu","KgNone","Noise"
"xuiSkillRangedFalloff","UI","Menu","KgNone","Ranged Falloff"
"xuiSkillReloadSpeed","UI","Menu","KgNone","Reload Speed"
"xuiSkillRepairAmount","UI","Menu","KgNone","Repair Amount"
"xuiSkillRepairQualityLoss","UI","Menu","KgNone","Repair Quality Loss"
"xuiSkillRepairTime","UI","Menu","KgNone","Repair Time"
"xuiSkillRunSpeed","UI","Menu","KgNone","Run Speed"
"xuiSkillSmell","UI","Menu","KgNone","Smell"
"xuiSkillStaminaDegradation","UI","Menu","KgNone","Stamina Degradation"
"xuiSkillStaminaGain","UI","Menu","KgNone","Stamina Gain"
"xuiSkillThirstDegradation","UI","Menu","KgNone","Thirst Degradation"
"xuiSkillTreasureRadius","UI","Menu","KgNone","Treasure Radius"
"xuiSkillWalkSpeed","UI","Menu","KgNone","Walk Speed"
"xuiSkillWellnessGain","UI","Menu","KgNone","Wellness Gain"
"xuiSkillWellnessReduction","UI","Menu","KgNone","Wellness Reduction"
"xuiSmelting","UI","Menu","KgNone","Smelting"
"xuiUnlockAmmo","UI","Menu","New","Unlock Ammo"
"xuiVendingWithOwner","UI","Menu","New","Vending Machine - {0}"
"armLength","UI","Menu UMA","KgNone","Arm Length"
"armWidth","UI","Menu UMA","KgNone","Arm Width"
"belly","UI","Menu UMA","KgNone","Belly"
"breastSize","UI","Menu UMA","KgNone","Chest Size"
"btnOptionsProfiles","UI","Menu UMA","KgNone","Player Profiles"
"btnRandomize","UI","Menu UMA","KgNone","Randomize"
"btnSave","UI","Menu UMA","KgNone","Save"
"cheekPosition","UI","Menu UMA","KgNone","Cheek Position"
"cheekSize","UI","Menu UMA","KgNone","Cheek Size"
"chinPosition","UI","Menu UMA","KgNone","Chin Position"
"chinPronounced","UI","Menu UMA","KgNone","Chin Pronounced"
"chinSize","UI","Menu UMA","KgNone","Chin Size"
"earsPosition","UI","Menu UMA","KgNone","Ear Position"
"earsRotation","UI","Menu UMA","KgNone","Ear Rotation"
"earsSize","UI","Menu UMA","KgNone","Ear Size"
"eyeColor","UI","Menu UMA","KgNone","Eye Color"
"eyeRotation","UI","Menu UMA","KgNone","Eye Rotation"
"eyeSize","UI","Menu UMA","KgNone","Eye Size"
"feetSize","UI","Menu UMA","KgNone","Foot Size"
"forearmLength","UI","Menu UMA","KgNone","Forearm Length"
"forearmWidth","UI","Menu UMA","KgNone","Forearm Width"
"foreheadPosition","UI","Menu UMA","KgNone","Forehead Position"
"foreheadSize","UI","Menu UMA","KgNone","Forehead Size"
"gluteusSize","UI","Menu UMA","KgNone","Gluteus Size"
"hairColor","UI","Menu UMA","KgNone","Hair Color"
"handsSize","UI","Menu UMA","KgNone","Hand Size"
"headSize","UI","Menu UMA","KgNone","Head Size"
"headWidth","UI","Menu UMA","KgNone","Head Width"
"height","UI","Menu UMA","KgNone","Height"
"jawsPosition","UI","Menu UMA","KgNone","Jaw Position"
"jawsSize","UI","Menu UMA","KgNone","Jaw Size"
"lblConfirmProfileDelete","UI","Menu UMA","KgNone","Are you sure you want to delete this profile?"
"lblCreateProfile","UI","Menu UMA","KgNone","Create New"
"lblDelete","UI","Menu UMA","KgNone","Delete"
"lblEdit","UI","Menu UMA","KgNone","Edit"
"lblFemale","UI","Menu UMA","KgNone","Female"
"lblMale","UI","Menu UMA","KgNone","Male"
"lblNoProfile","UI","Menu UMA","KgNone","You do not have any profile selected. Please create and/or select one."
"lblOk","UI","Menu UMA","KgNone","Ok"
"lblProfileName","UI","Menu UMA","KgNone","Profile Name"
"legSeparation","UI","Menu UMA","KgNone","Leg Separation"
"legsSize","UI","Menu UMA","KgNone","Leg Size"
"lipsSize","UI","Menu UMA","KgNone","Lip Size"
"lowCheekPosition","UI","Menu UMA","KgNone","Lower Cheek Position"
"lowCheekPronounced","UI","Menu UMA","KgNone","Lower Cheek Pronounced"
"lowerMuscle","UI","Menu UMA","KgNone","Lower Muscle"
"lowerWeight","UI","Menu UMA","KgNone","Lower Weight"
"mandibleSize","UI","Menu UMA","KgNone","Mandible Size"
"mouthSize","UI","Menu UMA","KgNone","Mouth Size"
"muscle","UI","Menu UMA","KgNone","Muscle"
"neckThickness","UI","Menu UMA","KgNone","Neck"
"noseCurve","UI","Menu UMA","KgNone","Nose Curve"
"noseFlatten","UI","Menu UMA","KgNone","Nose Flatten"
"noseInclination","UI","Menu UMA","KgNone","Nose Inclination"
"nosePosition","UI","Menu UMA","KgNone","Nose Position"
"nosePronounced","UI","Menu UMA","KgNone","Nose Pronounced"
"noseSize","UI","Menu UMA","KgNone","Nose Size"
"noseWidth","UI","Menu UMA","KgNone","Nose Width"
"skinColor","UI","Menu UMA","KgNone","Skin Color"
"upperMuscle","UI","Menu UMA","KgNone","Upper Muscle"
"upperWeight","UI","Menu UMA","KgNone","Upper Weight"
"waist","UI","Menu UMA","KgNone","Waist"
"weight","UI","Menu UMA","KgNone","Weight"
"teInUse","UI","Misc","New","Currently In Use"
"lblShowPassword","UI","Password Dialog","New","Show Password"
"xuiPlayerNA","UI","Player List XUI","KgNone","N/A"
"xuiPlayerReceived","UI","Player List XUI","KgNone","Received"
"xuiPlayerSent","UI","Player List XUI","KgNone","Sent"
"xuiPlayerShow","UI","Player List XUI","KgNone","SHOW"
"xuiWPjournal","UI","Quests Window Paging in Game","New","Journal"
"xuiAdvancedRotation","UI","Radial","New","Advanced"
"xuiAutoRotation","UI","Radial","New","Auto Rotate"
"xuiCopyBlock","UI","Radial","New","Copy Block"
"xuiCopyRotation","UI","Radial","New","Copy Rotation"
"xuiOnFaceRotation","UI","Radial","New","On Face"
"xuiPaintAllSides","UI","Radial","New","Paint All Sides"
"xuiPaintBrush","UI","Radial","New","Paint Brush"
"xuiPaintRoller","UI","Radial","New","Paint Roller"
"xuiReplacePaint","UI","Radial","New","Replace Paint"
"xuiSimpleRotation","UI","Radial","New","Simple"
"xuiSprayGun","UI","Radial","New","Spray Gun"
"xuiTexturePicker","UI","Radial","New","Texture Picker"
"respawnTitleMessage","UI","Respawn Window","KgNone","Ready to spawn in the world?"
"browserAddFavorite","UI","Server Browser","KgNone","Add to favorites"
"browserAirdropInterval","UI","Server Browser","KgNone","Air Drops"
"browserBlockDurability","UI","Server Browser","KgNone","Block Durability"
"browserBloodMoonEnemyCount","UI","Server Browser","New","Blood Moon Count"
"browserCheatMode","UI","Server Browser","KgNone","Cheat Mode"
"browserClaimDeadzone","UI","Server Browser","KgNone","Claim Deadzone"
"browserClaimDecayMode","UI","Server Browser","KgNone","Claim Decay Mode"
"browserClaimDuration","UI","Server Browser","KgNone","Claim Duration"
"browserClaimHealthOffline","UI","Server Browser","KgNone","Claim Health Offline"
"browserClaimHealthOnline","UI","Server Browser","KgNone","Claim Health Online"
"browserClaimSize","UI","Server Browser","KgNone","Claim Size"
"browserConnect","UI","Server Browser","KgNone","Connect"
"browserDayLength","UI","Server Browser","KgNone","24 Hour Cycle"
"browserDaylightLength","UI","Server Browser","KgNone","Daylight Hours"
"browserDifficultyTooltip","UI","Server Browser","KgNone","Difficulty\n(1 = easiest, 6 = hardest)"
"browserDropOnDeath","UI","Server Browser","KgNone","Drop on Death"
"browserDropOnQuit","UI","Server Browser","KgNone","Drop on Quit"
"browserEACTooltip","UI","Server Browser","KgNone","EasyAntiCheat protection"
"browserEnemyMemory","UI","Server Browser","KgNone","Enemy Memory"
"browserEnemySpawning","UI","Server Browser","KgNone","Enemy Spawning"
"browserFavoriteTooltip","UI","Server Browser","KgNone","Favorite Server"
"browserFeralTooltip","UI","Server Browser","KgNone","Feral zombies"
"browserFriendServers","UI","Server Browser","KgNone","Servers friends are playing on"
"browserGameSeed","UI","Server Browser","KgNone","Game Seed"
"browserHistoryFavorites","UI","Server Browser","KgNone","History and Favorites"
"browserLAN","UI","Server Browser","KgNone","Servers on the local network"
"browserLootAbundance","UI","Server Browser","KgNone","Loot Abundance"
"browserLootRespawnInterval","UI","Server Browser","KgNone","Loot Respawn Time"
"browserMaxAnimals","UI","Server Browser","KgNone","Max Animals Alive"
"browserMaxZombies","UI","Server Browser","KgNone","Max Zombies Alive"
"browserModdedServers","UI","Server Browser","KgNone","Modded Servers"
"browserPasswordTooltip","UI","Server Browser","KgNone","Password required"
"browserPeerToPeer","UI","Server Browser","KgNone","Peer2Peer games"
"browserPingTooltip","UI","Server Browser","KgNone","Ping"
"browserPlayersTooltip","UI","Server Browser","KgNone","Players online / max"
"browserRemoveFavorite","UI","Server Browser","KgNone","Remove from favorites"
"browserRestartRefreshing","UI","Server Browser","KgNone","Restart refreshing"
"browserServernameTooltip","UI","Server Browser","KgNone","Server Name"
"browserServerTime","UI","Server Browser","KgNone","Server Time"
"browserStandardServers","UI","Server Browser","KgNone","Standard Servers"
"browserStopRefreshing","UI","Server Browser","KgNone","Stop refreshing"
"browserWorldnameTooltip","UI","Server Browser","KgNone","World name"
"browserZombieRunModeTooltip","UI","Server Browser","KgNone","Zombies\n(always run, always walk, run @ night & walk @ day)"
"lblReadyToSpawnPrompt","UI","Spawn Dialog","New","Ready to spawn in the world?"
"alreadyKnown","UI","Tooltip","KgNone","All Recipes Already Known"
"isBusy","UI","Tooltip","KgNone","You are busy."
"lblAll","UI","Tooltip","KgNone","All"
"lblAllBlocks","UI","Tooltip","KgNone","All Blocks"
"lblAllItems","UI","Tooltip","KgNone","All Items"
"lblCategoryAll","UI","Tooltip","KgNone","All"
"lblCategoryAmmoWeapons","UI","Tooltip","KgNone","Ammo/Weapons"
"lblCategoryBasics","UI","Tooltip","KgNone","Basics"
"lblCategoryBooks","UI","Tooltip","KgNone","Books"
"lblCategoryBuilding","UI","Tooltip","KgNone","Building"
"lblCategoryChemicals","UI","Tooltip","KgNone","Chemicals"
"lblCategoryClothing","UI","Tooltip","KgNone","Clothing"
"lblCategoryCraftingMisc","UI","Tooltip","KgNone","Crafting/Miscellaneous"
"lblCategoryDecorMisc","UI","Tooltip","KgNone","Decor/Miscellaneous"
"lblCategoryFirearms","UI","Tooltip","KgNone","Firearms"
"lblCategoryFoodCooking","UI","Tooltip","KgNone","Food/Cooking"
"lblCategoryHealth","UI","Tooltip","KgNone","Health/Fitness"
"lblCategoryMedicine","UI","Tooltip","KgNone","Medicine"
"lblCategoryPainting","UI","Tooltip","New","Painting"
"lblCategoryResources","UI","Tooltip","KgNone","Resources"
"lblCategoryScavenging","UI","Tooltip","EnChanged KgNone","Scavenging/Trading"
"lblCategoryScience","UI","Tooltip","New","Science"
"lblCategorySecretStash","UI","Tooltip","New","Secret Stash"
"lblCategorySpecialItems","UI","Tooltip","New","Special Items"
"lblCategoryToolsTraps","UI","Tooltip","KgNone","Tools/Traps"
"lblCategoryWeapons","UI","Tooltip","KgNone","Weapons"
"lblCenterOnPlayer","UI","Tooltip","KgNone","Center on Player"
"lblCenterOnSleepingBag","UI","Tooltip","KgNone","Center on Sleeping Bag"
"lblChestArmor","UI","Tooltip","KgNone","Chest Armor"
"lblClearInventory","UI","Tooltip","New","Clear Inventory"
"lblCursorPosition","UI","Tooltip","KgNone","Cursor Position"
"lblDevBlocks","UI","Tooltip","KgNone","Dev Blocks On"
"lblEyewear","UI","Tooltip","KgNone","Eyewear"
"lblFace","UI","Tooltip","KgNone","Face"
"lblFavorites","UI","Tooltip","KgNone","Favorites"
"lblFootwear","UI","Tooltip","KgNone","Footwear"
"lblGloves","UI","Tooltip","KgNone","Gloves"
"lblHeadgear","UI","Tooltip","KgNone","Headgear"
"lblLegArmor","UI","Tooltip","KgNone","Leg Armor"
"lblLevel","UI","Tooltip","KgNone","LEVEL: {0}"
"lblOvercoat","UI","Tooltip","KgNone","Overcoat"
"lblPants","UI","Tooltip","KgNone","Pants"
"lblPartStackMissing","UI","Tooltip","KgNone","[Missing {0}]"
"lblReloadArchetypeXML","UI","Tooltip","KgNone","Reload Archetype XML Data"
"lblRemoveQuest","UI","Tooltip","KgNone","Remove Quest"
"lblRemoveQuickWaypoint","UI","Tooltip","KgNone","Remove Quick Waypoint"
"lblRemoveWaypoint","UI","Tooltip","KgNone","Remove Waypoint"
"lblSaveWaypoint","UI","Tooltip","KgNone","Save Waypoint"
"lblShareWaypoint","UI","Tooltip","KgNone","Share Waypoint"
"lblShirt","UI","Tooltip","KgNone","Shirt"
"lblShowOnMap","UI","Tooltip","KgNone","Show On Map"
"lblSimpleClick","UI","Tooltip","KgNone","Simple Click"
"lblSkillReqPlayerLevel","UI","Tooltip","KgNone","Player Level {0}"
"lblSortContainer","UI","Tooltip","New","Sort Container"
"lblSortInventory","UI","Tooltip","New","Sort Inventory"
"lblToggleActive","UI","Tooltip","KgNone","Toggle Active"
"lblToggleClothes","UI","Tooltip","KgNone","Toggle Clothes On/Off"
"lblTotalItems","UI","Tooltip","KgNone","{0} TOTAL"
"lblTrackWaypoint","UI","Tooltip","KgNone","Track Waypoint"
"notHungry","UI","Tooltip","KgNone","You are not hungry."
"notHurt","UI","Tooltip","KgNone","You are not hurt."
"notThirsty","UI","Tooltip","KgNone","You are not thirsty."
"npcTooltipTalk","UI","Tooltip","New","Press <{0}> to talk to {1}"
"questunavailable","UI","Tooltip","KgNone","You cannot accept this quest at this time."
"timeAbbreviationHours","UI","Tooltip","KgNone","h"
"timeAbbreviationMinutes","UI","Tooltip","KgNone","m"
"timeAbbreviationSeconds","UI","Tooltip","KgNone","s"
"tooltipInviteEveryone","UI","Tooltip","KgNone","Shared marker {0} to everyone."
"tooltipInviteFriends","UI","Tooltip","KgNone","Shared marker {0} with allies."
"tooltipInviteMarker","UI","Tooltip","KgNone","Player {0} shared marker {1} with you."
"ttAlreadyRentingVM","UI","Tooltip","New","You already have a vending machine rented."
"ttBedrollGone","UI","Tooltip","New","Your bedroll is gone"
"ttBlockMissingPickup","UI","Tooltip","New","The block is no longer available for pickup."
"ttCampfireCannotCook","UI","Tooltip","KgNone","You cannot cook this item."
"ttCampfireFuelRequired","UI","Tooltip","KgNone","A fuel source is required to cook."
"ttCampfireIngredientsRequired","UI","Tooltip","KgNone","Ingredients are required to cook an item."
"ttCampfireUtensilRequired","UI","Tooltip","KgNone","A sharp stick, cooking pot, cooking grill, or beaker is required to cook an item."
"ttCannotScrapWithAttachments","UI","Tooltip","New","You must remove all attachments before scrapping this item."
"ttCannotSellItem","UI","Tooltip","New","I'm not interested in that item."
"ttCanOnlySellAmount","UI","Tooltip","New","I can only buy {0} of that item."
"ttCantHaveParent","UI","Tooltip","New","This power source cannot have a parent connection."
"ttCantPickupInUse","UI","Tooltip","New","This cannot be picked up while it is in use."
"ttCharacterLevelBody","UI","Tooltip","KgNone","{0}/{1} XP\n"
"ttCharacterLevelHeader","UI","Tooltip","KgNone","Level Progress"
"ttCombineInvalidItem","UI","Tooltip","New","Combine similar single part items of quality to make a new better item."
"ttCombineLimitExceeded","UI","Tooltip","New","Your crafting skill only allows you to improve this item to {0}."
"ttEmptyVehicleBeforePickup","UI","Tooltip","New","You must empty the vehicle's container before picking it up."
"ttForgeFuelRequired","UI","Tooltip","KgNone","A fuel source is required to heat the forge."
"ttForgeMetalRequired","UI","Tooltip","KgNone","More of this material is required to forge items."
"ttForgeMoldRequired","UI","Tooltip","KgNone","A clay mold is required to forge an item."
"ttGeneratorRequiresFuel","UI","Tooltip","New","The generator requires fuel to operate."
"ttGFXSET_AA_b","UI","Tooltip","KgNone","Removes jagged edges from object.\nPerformance Impact: Medium\n"
"ttGFXSET_AA_h","UI","Tooltip","KgNone","Anti-Aliasing"
"ttGFXSET_Bloom_b","UI","Tooltip","KgNone","A glow around brighter highlights.\nPerformance Impact: Medium\n"
"ttGFXSET_Bloom_h","UI","Tooltip","KgNone","Bloom"
"ttGFXSET_DOF_b","UI","Tooltip","KgNone","Distant objects get blurred.\nPerformance Impact: Medium\n"
"ttGFXSET_DOF_h","UI","Tooltip","KgNone","Depth of Field"
"ttGFXSET_DynamicContrast_b","UI","Tooltip","KgNone","Performs a contrast filter over each pixel.\nPerformance Impact: Medium\n"
"ttGFXSET_DynamicContrast_h","UI","Tooltip","KgNone","Dynamic Contrast"
"ttGFXSET_FOV_b","UI","Tooltip","KgNone","How wide your view angle is.\nPerformance Impact: Low\n"
"ttGFXSET_FOV_h","UI","Tooltip","KgNone","Field of View"
"ttGFXSET_Fullscreen_b","UI","Tooltip","KgNone","Run the game in fullscreen or windowed mode.\nPerformance Impact: Medium\n"
"ttGFXSET_Fullscreen_h","UI","Tooltip","KgNone","Fullscreen"
"ttGFXSET_Gamma_b","UI","Tooltip","KgNone","How bright the game is.\nPerformance Impact: None\n"
"ttGFXSET_Gamma_h","UI","Tooltip","KgNone","Gamma"
"ttGFXSET_GOBackground_b","UI","Tooltip","KgNone","UI wallpaper/background opacity/transparency.\nPerformance Impact: Very Low\n"
"ttGFXSET_GOBackground_h","UI","Tooltip","KgNone","UI Background Opacity"
"ttGFXSET_GOForeground_b","UI","Tooltip","KgNone","UI outlines and icon opacity/transparency.\nPerformance Impact: Very Low\n"
"ttGFXSET_GOForeground_h","UI","Tooltip","KgNone","UI Foreground Opacity"
"ttGFXSET_GraphicsQuality_b","UI","Tooltip","KgNone","Overall Graphics Quality.  Changes almost all settings. \nPerformance Impact: Very High\n"
"ttGFXSET_GraphicsQuality_h","UI","Tooltip","KgNone","Graphics Quality"
